Description,Commenting,Ogling/Facial Expressions/Staring,Touching /Groping
there are so many incidents i have experienced but the one i want to write here happened a year ago when a girl of 45 years who was been raped by his own neighbor and her parents took her to the same hospital where i was taking treatment,1,1,0
One of the male daily traveller used to take advantage of crowded bridge and used to touch and press ladies,1,0,1
I was followed by someone,0,0,0
My phone got stolen in the Delhi metro during the night.,0,0,0
I was being ogled at,0,1,0
"I am born and brought up in Cochin. I have experienced very many different sort of experiences ranging from comments to indecent exposure and touching. In most of the private buses which runs over the city last 2 rows of ladies seats, ladies does not tend to sit because of the same reason. An old man of age around 6065 used to follow me showing indecent body parts out every other day from my school place till my home area. As me and my mom used to live alone, we were scared to even report to police.",1,1,1
it was in the afternoon a girl of 6 years was pasing and she was called by boys who started touching her,0,0,1
Staring and commenting,1,0,0
I was touched by a man on my way back home from tuitions. This incident happened when I was in the 9th grade. A few minutes from my house this incident took place. He just randomly smiled at me and just stopped me and touched me at that time I just stood still.,0,0,1
this happened in the morning time during a walk when the girl was touched inappropriately and the person ran away before the girl's reaction,0,0,1
Verbal abuse and indecent language and behaviour by a teenage boy.,1,0,0
Commenting,1,0,0
"at the waterfalls near Karjat, drunk people passed comments and stared at my friends",1,1,0
one young man followed and i was coming from dhungedhara with bottles in my bags and he catch my hand and pool toward him.i coundnt do anything as i was not big enough to fight nor ppl around helped me. i have to finally shout and he left me.,0,0,1
"my colleague, also a senior at work, kept forcing me to take a lift from him. despite my refusals, he kept calling me, texting me and following me after work. it all stopped when i confronted him and told him that i am not interested and that i'll complain to the management about this. it's fine now",0,1,0
misbehaved,0,0,1
"when i was reading news papper , i read on news which wear very screaming the news was one girl has raped by 3 people.when i read this news n fill very sreaming.",0,0,0
i was feeling elpless,1,0,0
I was walking with my cousin on the road and many men were just staring. I was small but my sister was around 20 and she just ignored it and walked along acting like it never happened.,0,1,0
A man started teasing me while I was in the bus on my way to school,1,0,0
"Touching/groping,sexual invites and pictures being taken in the evening and afternoon.",0,0,1
few girls and boys were talking among themselves saying that there are chinese though we are indians.,1,0,0
misbehaved,0,0,0
34 boys shout at me and my friend on the train platform in inappropriate manners,0,0,0
A friend of mine was grouped by some ill mannered guy and were commenting obscenely on her body .,1,0,0
"I had sufferd from one month for one wrong caller is badly taking,either following me,i ask whu are u,he saya dis is my company number,but u don't tracing u, pls help me.iwas sufferd for that person talks.C campKurnoolRegardsKanuradha",1,0,0
on my way back home I met a boy who whistled at me and I ignored him and he started insulting me,1,0,0
These are the employees of Taj Krishna itself! My husband and I stayed there for 1 week and I was wearing loose fully covered clothes and in spite of that!,1,1,0
in public vehicle i was touched in body parts by some boys,0,0,1
one day me and my friend were goining home from school we both were alone and few boys were standing in the street and they commented badly which was really very ridiculous,1,0,0
Was harassed by some guys who were whistling and passing loose comments,1,0,0
"In my apartment, I stayed with my friends. In morning, there was a guy sitting next to my friend, I was shocked. The moment he started touching her, she screamed. Since then we were scared to sleep alone. The person escaped, and knew the structure of apartment as well",0,0,1
boys of 1213 year old were passing filthy comments on me and friends,1,0,0
Irritating behavior in evening,0,1,1
i was walking with my friend and both of us were teased,1,0,0
taking pictures of girls who were passing those area.,0,0,0
when i was traveling in bus i was alone and the boy who was sitting beside me he try to touch me. i feel insecure and i was scared too.,0,0,1
"Catcalls,commenting in the evening.",1,0,0
a guy walking behind me was singling sexually explicit songs,0,0,0
once i was walking down the street..where i saw a group of boys chit chatting and laughing as i crossed them over they started calling names and singing to gain my attention.,0,0,0
There was a family function in my home when my harasser wanted to intimidate with me.,0,0,1
my friend was stalked by 3 men in a car,0,0,0
"i study in spohia college. I was supposed to enter the college from pedder road gate but i didnt have my id card hence had to go from the pedder road to the main gate. while i was walking a man on a bike (wearing a helmet, i didnt see his face) was passing by me and my friend (i was towards his side). he said ''i like your body.'' i was wearing a very decent long indian kurti but after his comment i really felt disgusted.i couldnt react becausee i was shocked. such incident had happened for the first time with me.",1,0,0
